YEAR,Total_Signals,BUY_Count,SELL_Count,HOLD_Count,Total_Trades,BUY_Avg_Return_%,SELL_Avg_Return_%,HOLD_Avg_Return_%,BUY_Win_Rate_%,SELL_Win_Rate_%,BUY_Total_Return_%,SELL_Total_Return_%,Combined_Return_%
2023,1754427.0,58263.0,51997.0,1644167.0,110260.0,0.5286242724547712,-0.5051561636580681,-0.0009880652361012037,100.0,100.0,30799.235986032334,26266.60504172857,57065.84102776091
2024,1757833.0,83341.0,76720.0,1597772.0,160061.0,0.5298892125174753,-0.5065719431649132,-0.002197044313966599,100.0,100.0,44161.496860418905,38864.19947961214,83025.69634003105
